time,Utsira Nord,Sørlige Nordsjø II,Midtfjellet,Havøygavlen
2014-03-26,0.6579166666666666,0.9999166666666667,0.11779166666666667,0.9972916666666666
2014-03-27,0.410375,0.8995833333333333,0.06420833333333333,0.36645833333333333
2014-03-28,0.18875,0.56825,0.03225,0.9932083333333334
2014-03-29,0.074625,0.38562500000000005,0.008583333333333333,0.9996666666666667
2014-03-30,0.05375,0.036041666666666666,0.0012083333333333332,0.5235
2014-03-31,0.7945416666666666,0.04095833333333333,0.174625,0.3833333333333333
2014-04-01,0.25745833333333334,0.34800000000000003,0.0095,0.6033333333333334
2014-04-02,0.10166666666666667,0.20204166666666667,0.01825,0.5084166666666666
2014-04-03,0.016458333333333335,0.625125,0.005750000000000001,0.1668333333333333
2014-04-04,0.7865833333333333,0.9987916666666666,0.0047083333333333335,0.7912083333333334
2014-04-05,0.9310833333333334,0.7432500000000001,0.128,0.7769583333333333
2014-04-06,0.9551666666666666,0.9212083333333333,0.3677916666666667,0.4187916666666667
2014-04-07,0.38079166666666664,0.6079583333333333,0.07929166666666666,0.5971666666666667
2014-04-08,0.8566666666666666,0.918125,0.19641666666666668,0.12870833333333334
2014-04-09,0.22087500000000002,0.4583333333333333,0.03229166666666667,0.7896666666666666
2014-04-10,0.6824166666666667,0.23575000000000002,0.5527916666666667,0.623
2014-04-11,0.6973333333333334,0.11783333333333335,0.19041666666666668,0.2194583333333333
2014-04-12,0.9943333333333334,0.9820000000000001,0.8767916666666666,0.626625
2014-04-13,0.8869583333333333,1.0,0.5820416666666667,0.15491666666666667
2014-04-14,0.999625,1.0,0.7610416666666667,0.32979166666666665
2014-04-15,0.427875,0.6847916666666666,0.17637499999999998,0.34591666666666665
2014-04-16,0.9226666666666666,0.7055833333333333,0.7175833333333334,0.80125
2014-04-17,0.8021666666666666,1.0,0.448,0.9515416666666666
2014-04-18,0.7785416666666666,0.8677916666666667,0.2665,0.8485833333333334
2014-04-19,0.11541666666666667,0.11425,0.02679166666666667,1.0
2014-04-20,0.044500000000000005,0.7752083333333334,0.008083333333333333,0.8817499999999999
2014-04-21,0.418125,0.9927916666666666,0.025333333333333333,0.5225833333333333
2014-04-22,0.35862499999999997,0.9875416666666667,0.040375,0.9925
2014-04-23,0.796875,0.6209583333333334,0.06075,0.80375
2014-04-24,0.2805,0.8729583333333334,0.005874999999999999,0.7730416666666667
2014-04-25,0.26529166666666665,0.6548333333333334,0.010541666666666666,0.08529166666666667
2014-04-26,0.23383333333333334,0.8069583333333333,0.031041666666666665,0.3522083333333333
2014-04-27,0.20454166666666665,0.9216666666666667,0.028833333333333332,0.1065
2014-04-28,0.07008333333333333,0.10983333333333334,0.0047083333333333335,0.13383333333333333
2014-04-29,0.3473333333333333,0.03175,0.025249999999999998,0.4322083333333333
2014-04-30,0.9009166666666667,0.514625,0.5070833333333333,0.14720833333333333
2014-05-01,0.539875,0.6028749999999999,0.16004166666666667,0.012708333333333334
2014-05-02,0.9387083333333334,0.5125416666666667,0.3107083333333333,0.0011666666666666668
2014-05-03,0.5967916666666667,0.7233333333333333,0.196875,0.06183333333333333
2014-05-04,0.11154166666666666,0.27208333333333334,0.017833333333333333,0.035583333333333335
2014-05-05,0.9436249999999999,0.3985,0.19704166666666667,0.021208333333333333
2014-05-06,0.9536250000000001,0.7330416666666667,0.22470833333333332,0.14945833333333333
2014-05-07,0.4098333333333333,0.30775,0.044583333333333336,0.13441666666666666
2014-05-08,0.24379166666666666,0.3995416666666667,0.009291666666666667,0.142
2014-05-09,0.052125,0.20208333333333336,0.028208333333333335,0.27458333333333335
2014-05-10,0.11245833333333333,0.33470833333333333,0.009166666666666667,0.00025
2014-05-11,0.23104166666666667,0.130125,0.026708333333333334,0.07420833333333333
2014-05-12,0.54475,0.5886666666666667,0.026416666666666668,0.32666666666666666
2014-05-13,0.74275,0.9774583333333333,0.11787500000000001,0.48816666666666664
2014-05-14,0.8940833333333332,0.9547083333333334,0.29875,0.6618333333333334
2014-05-15,0.528625,0.323125,0.282125,0.6926666666666667
2014-05-16,0.543125,0.28879166666666667,0.27629166666666666,0.29925
2014-05-17,0.24891666666666667,0.26137499999999997,0.12325000000000001,0.762125
2014-05-18,0.86225,0.288875,0.3329166666666667,0.49583333333333335
2014-05-19,0.08770833333333333,0.16275,0.015791666666666666,0.3404583333333333
2014-05-20,0.04754166666666667,0.42175,0.00025,0.5336666666666666
2014-05-21,0.91425,0.4702916666666666,0.276625,0.11845833333333333
2014-05-22,0.64675,0.8552083333333332,0.12875,0.5585
2014-05-23,0.385,0.024291666666666666,0.11445833333333333,0.941625
2014-05-24,0.35308333333333336,0.0030416666666666665,0.14854166666666666,0.7377083333333333
2014-05-25,0.3894583333333333,0.01925,0.08466666666666667,0.32395833333333335
2014-05-26,0.15754166666666666,0.10883333333333334,0.04708333333333333,0.10058333333333334
2014-05-27,0.5499583333333333,0.7495833333333333,0.07116666666666667,0.11175
2014-05-28,0.2850833333333333,0.9235000000000001,0.06741666666666667,0.07370833333333333
2014-05-29,0.30895833333333333,0.4947916666666667,0.12975,0.025541666666666667
2014-05-30,0.9841666666666667,0.9424166666666666,0.31916666666666665,0.08208333333333333
2014-05-31,0.994125,0.9875833333333333,0.3142916666666667,0.03754166666666667
2014-06-01,0.24270833333333333,0.30920833333333336,0.027625,0.5352916666666666
2014-06-02,0.15508333333333332,0.022166666666666668,0.008166666666666668,0.22020833333333334
2014-06-03,0.03258333333333333,0.307875,0.016291666666666666,0.27958333333333335
2014-06-04,0.10083333333333333,0.756625,0.0003333333333333333,0.18904166666666666
2014-06-05,0.15008333333333332,0.6794166666666667,0.0065,0.19579166666666667
2014-06-06,0.049833333333333334,0.20395833333333332,0.01879166666666667,0.08854166666666667
2014-06-07,0.09350000000000001,0.048125,0.0355,0.16954166666666667
2014-06-08,0.1679166666666667,0.190375,0.043791666666666666,0.681625
2014-06-09,0.06095833333333334,0.15933333333333333,0.004916666666666666,0.246125
2014-06-10,0.683875,0.7347083333333333,0.057499999999999996,0.16774999999999998
2014-06-11,0.40641666666666665,0.4026666666666667,0.19225,0.051625
2014-06-12,0.6589166666666667,0.36841666666666667,0.222625,0.20870833333333336
2014-06-13,0.9689166666666668,0.9794583333333334,0.48108333333333336,0.29554166666666665
2014-06-14,0.6072083333333333,0.5797083333333334,0.06033333333333333,0.676625
2014-06-15,0.999875,0.9778333333333333,0.5490833333333334,0.7022083333333334
2014-06-16,1.0,0.993125,0.6063333333333333,0.38116666666666665
2014-06-17,0.9311666666666666,0.9935833333333334,0.309875,0.10441666666666666
2014-06-18,0.911375,0.9988333333333334,0.3638333333333333,0.07541666666666667
2014-06-19,0.999,1.0,0.6819166666666666,0.26125
2014-06-20,0.8679583333333333,0.995,0.44412500000000005,0.9949166666666667
2014-06-21,0.6297083333333333,0.8701666666666666,0.41454166666666664,0.7407499999999999
2014-06-22,0.995625,0.9980833333333333,0.6675416666666667,0.4890833333333333
2014-06-23,0.8186666666666667,0.49425,0.239125,0.2549166666666667
2014-06-24,0.5161250000000001,0.6584583333333334,0.013208333333333334,0.21675
2014-06-25,0.09916666666666667,0.14295833333333333,0.016833333333333336,0.17179166666666668
2014-06-26,0.016874999999999998,0.023541666666666666,0.03858333333333333,0.06675
2014-06-27,0.011875000000000002,0.0050416666666666665,0.021458333333333333,0.012916666666666667
2014-06-28,0.4000416666666667,0.17979166666666668,0.06145833333333334,0.13645833333333332
2014-06-29,0.5973333333333334,0.41966666666666663,0.035541666666666666,0.02854166666666667
2014-06-30,0.44716666666666666,0.6829999999999999,0.023791666666666666,0.019875
2014-07-01,0.8609166666666667,0.898875,0.11295833333333333,0.10670833333333334
2014-07-02,0.4619583333333333,0.691875,0.16633333333333333,0.3235
2014-07-03,0.36320833333333336,0.4351666666666667,0.141,0.8053333333333333
2014-07-04,0.9876666666666667,0.8459166666666667,0.616375,0.4419166666666667
2014-07-05,0.9750833333333334,0.855625,0.5275,0.3285
2014-07-06,0.18395833333333333,0.3927083333333334,0.03895833333333334,0.19620833333333332
2014-07-07,0.29875,0.21520833333333333,0.09799999999999999,0.077125
2014-07-08,0.6212083333333334,0.5011249999999999,0.10295833333333333,0.309375
2014-07-09,0.4634583333333333,0.573,0.047749999999999994,0.47025
2014-07-10,0.045500000000000006,0.3431666666666667,0.003958333333333334,0.4088333333333333
2014-07-11,0.07604166666666666,0.07275,0.002625,0.22295833333333334
2014-07-12,0.0265,0.2848333333333333,0.0025,0.007124999999999999
2014-07-13,0.214125,0.16541666666666666,0.09066666666666667,0.5266666666666667
2014-07-14,0.45599999999999996,0.5246666666666667,0.05529166666666666,0.6
2014-07-15,0.6977083333333334,0.6265416666666667,0.20525000000000002,0.9680833333333334
2014-07-16,0.39825,0.2745,0.06970833333333333,0.961
2014-07-17,0.3362083333333333,0.309875,0.090375,0.33520833333333333
2014-07-18,0.15462499999999998,0.020666666666666667,0.047375,0.032875
2014-07-19,0.091125,0.6575833333333333,0.018833333333333334,0.053375
2014-07-20,0.553875,0.9998333333333332,0.030041666666666664,0.006416666666666667
2014-07-21,0.3252916666666667,0.5056666666666666,0.04491666666666667,0.017249999999999998
2014-07-22,0.12525,0.06320833333333332,0.015,0.0003333333333333333
2014-07-23,0.38166666666666665,0.14841666666666667,0.057458333333333333,0.60925
2014-07-24,0.32425,0.09995833333333333,0.005333333333333333,0.9386666666666666
2014-07-25,0.035958333333333335,0.23629166666666668,0.002458333333333333,0.639875
2014-07-26,0.008333333333333333,0.11191666666666666,0.0,0.6179166666666667
2014-07-27,0.023083333333333334,0.049666666666666665,0.004625,0.10091666666666667
2014-07-28,0.13704166666666667,0.122375,0.013166666666666667,0.02654166666666667
2014-07-29,0.12483333333333334,0.15704166666666666,0.028,0.051125000000000004
2014-07-30,0.537,0.35637500000000005,0.149125,0.279375
2014-07-31,0.3152083333333333,0.41733333333333333,0.09379166666666666,0.398125
2014-08-01,0.34558333333333335,0.3164166666666667,0.051916666666666667,0.37125
2014-08-02,0.4590416666666666,0.531125,0.125375,0.2295
2014-08-03,0.5235833333333334,0.2735416666666667,0.022083333333333333,0.09799999999999999
2014-08-04,0.3183333333333333,0.24316666666666667,0.036875,0.10645833333333334
2014-08-05,0.046250000000000006,0.07725,0.011375000000000001,0.2725416666666667
2014-08-06,0.20366666666666666,0.47479166666666667,0.010541666666666666,0.250125
2014-08-07,0.5754583333333333,0.24708333333333332,0.07804166666666666,0.09975
2014-08-08,0.13779166666666667,0.02420833333333333,0.042,0.6615833333333333
2014-08-09,0.7556249999999999,0.9495,0.38558333333333333,0.3734166666666667
2014-08-10,0.9084583333333334,0.7913333333333333,0.44054166666666666,0.6922083333333333
2014-08-11,1.0,1.0,0.6962916666666666,0.3562916666666667
2014-08-12,0.9734166666666666,1.0,0.941,0.23754166666666668
2014-08-13,0.6604166666666667,0.7808333333333334,0.30312500000000003,0.5867083333333333
2014-08-14,0.492125,0.6805416666666666,0.022375000000000003,0.8120416666666667
2014-08-15,0.9916666666666667,0.7839583333333334,0.2930416666666667,0.8349166666666666
2014-08-16,0.45387500000000003,0.8893749999999999,0.16566666666666666,0.32666666666666666
2014-08-17,0.08875,0.6589583333333333,0.020625,0.1335
2014-08-18,0.8400416666666667,0.723875,0.03725,0.12670833333333334
2014-08-19,1.0,0.99675,0.7096666666666667,0.5932083333333333
2014-08-20,0.9463333333333334,0.9911666666666666,0.517,0.722625
2014-08-21,0.10116666666666667,0.362875,0.009375,0.17141666666666666
2014-08-22,0.05175,0.3444583333333333,0.001,0.005541666666666667
2014-08-23,0.20141666666666666,0.8870416666666667,0.01025,0.01025
2014-08-24,0.9606666666666667,0.8802083333333334,0.24508333333333332,0.021291666666666667
2014-08-25,0.9751249999999999,0.4111666666666667,0.096875,0.015166666666666667
2014-08-26,0.8105833333333333,0.386625,0.03229166666666667,0.04675000000000001
2014-08-27,0.2549166666666667,0.13475,0.008375,0.09145833333333335
2014-08-28,0.18908333333333335,0.5091666666666667,0.009666666666666667,0.08612500000000001
2014-08-29,0.9946666666666667,0.39841666666666664,0.020166666666666666,0.018041666666666668
2014-08-30,0.7161666666666666,0.23554166666666665,0.068875,0.07904166666666666
2014-08-31,0.326,0.07233333333333333,0.04858333333333333,0.2510833333333333
2014-09-01,0.70675,0.0645,0.15966666666666665,0.06154166666666666
2014-09-02,0.001,0.0036249999999999998,0.0003333333333333333,0.17654166666666668
2014-09-03,0.28075,0.11325,0.08445833333333334,0.8045416666666667
2014-09-04,0.337625,0.11258333333333333,0.07320833333333333,0.9996666666666667
2014-09-05,0.27058333333333334,0.13120833333333334,0.02825,0.43133333333333335
2014-09-06,0.034124999999999996,0.17195833333333332,0.003875,0.28854166666666664
2014-09-07,0.06704166666666667,0.20379166666666668,0.030291666666666665,0.7030833333333333
2014-09-08,0.07866666666666666,0.8998333333333334,0.010791666666666666,0.15091666666666667
2014-09-09,0.9596666666666667,0.998875,0.4090833333333333,0.409375
2014-09-10,0.5679583333333333,0.6614166666666667,0.08670833333333333,0.956
2014-09-11,0.016916666666666667,0.050458333333333334,0.0004166666666666667,0.9730833333333333
2014-09-12,0.05533333333333334,0.09070833333333334,0.009083333333333334,0.4484166666666667
2014-09-13,0.042833333333333334,0.20470833333333335,0.01775,0.7329166666666667
2014-09-14,0.10191666666666667,0.757875,0.010541666666666666,1.0
2014-09-15,0.08108333333333333,0.9994999999999999,0.0009583333333333333,0.9688333333333333
2014-09-16,0.14258333333333334,0.9983333333333334,0.0002916666666666667,0.32383333333333336
2014-09-17,0.11679166666666667,0.9944166666666666,0.00037500000000000006,0.7629166666666666
2014-09-18,0.08158333333333333,0.8860416666666667,0.0009166666666666666,0.9959583333333333
2014-09-19,0.10491666666666666,0.46470833333333333,0.001625,0.9214166666666667
2014-09-20,0.5846250000000001,0.35824999999999996,0.126375,0.5517500000000001
2014-09-21,0.9989583333333334,0.9937083333333333,0.6601666666666667,0.5946250000000001
2014-09-22,0.6001666666666666,0.7324999999999999,0.12691666666666665,0.40762499999999996
2014-09-23,0.12662500000000002,0.2668333333333333,0.04225,0.31583333333333335
2014-09-24,0.2844583333333333,0.249125,0.01891666666666667,0.8630833333333333
2014-09-25,0.5805833333333333,0.7520833333333333,0.15095833333333333,0.4031666666666667
2014-09-26,0.9981249999999999,0.9857083333333333,0.9603333333333333,0.5645416666666666
2014-09-27,0.8689583333333334,0.8212083333333333,0.630625,0.3549166666666666
2014-09-28,0.5152083333333334,0.6318333333333334,0.251125,0.18516666666666667
2014-09-29,0.13854166666666667,0.04520833333333333,0.005541666666666667,0.28683333333333333
2014-09-30,0.8370416666666666,0.19629166666666667,0.12429166666666668,0.7512916666666666
2014-10-01,0.845125,0.456,0.41804166666666664,0.21875
2014-10-02,0.33641666666666664,0.26866666666666666,0.09016666666666666,0.84075
2014-10-03,1.0,0.988625,0.9834999999999999,0.771
2014-10-04,1.0,0.9680416666666667,0.985375,0.5707916666666667
2014-10-05,0.23091666666666666,0.16275,0.222,0.44487499999999996
2014-10-06,0.98975,0.9366249999999999,0.4975833333333333,0.13079166666666667
2014-10-07,0.991875,0.8830416666666667,0.3489583333333333,0.26158333333333333
2014-10-08,0.7029583333333332,0.9771666666666666,0.24158333333333334,0.487625
2014-10-09,0.9773333333333333,0.9998333333333332,0.5475416666666667,0.19799999999999998
2014-10-10,0.7385,0.88725,0.45208333333333334,0.707875
2014-10-11,0.3260416666666667,0.3495,0.18158333333333332,0.12941666666666665
2014-10-12,0.18037499999999998,0.12691666666666665,0.04945833333333333,0.21133333333333335
2014-10-13,0.1565,0.529625,0.020916666666666667,0.3715
2014-10-14,0.13508333333333333,0.8932083333333334,0.010416666666666666,0.412625
2014-10-15,0.075625,0.9354999999999999,0.0032083333333333334,0.36354166666666665
2014-10-16,0.162625,0.9966666666666667,0.015458333333333333,0.03341666666666667
2014-10-17,0.16379166666666667,0.33433333333333337,0.010416666666666666,0.3760833333333333
2014-10-18,0.9943333333333334,0.9621666666666666,0.49462500000000004,0.04470833333333333
2014-10-19,0.9975833333333334,0.999875,0.6917083333333333,0.16533333333333333
2014-10-20,0.71375,0.7419166666666667,0.20829166666666665,0.41591666666666666
2014-10-21,0.9417916666666667,0.8624583333333332,0.3830833333333333,0.9975416666666667
2014-10-22,0.6043333333333333,0.7632083333333334,0.26758333333333334,1.0
2014-10-23,0.9982916666666667,0.9204166666666667,0.875,1.0
2014-10-24,0.721375,0.7106666666666667,0.5479166666666667,0.9864166666666666
2014-10-25,0.984125,0.8492916666666667,0.835625,0.8589583333333333
2014-10-26,1.0,1.0,1.0,0.7472916666666666
2014-10-27,0.7265,1.0,0.6004999999999999,0.5209166666666667
2014-10-28,0.8664999999999999,0.949,0.6985833333333334,0.4452083333333334
2014-10-29,0.55225,0.4227083333333333,0.06408333333333334,0.47933333333333333
2014-10-30,0.35225,0.483125,0.025416666666666667,0.6552083333333333
2014-10-31,1.0,0.7521249999999999,0.31579166666666664,0.21520833333333333
2014-11-01,0.94575,0.8462916666666667,0.8314583333333333,0.45179166666666665
2014-11-02,0.965125,0.83,0.8257083333333334,0.21833333333333335
2014-11-03,0.42041666666666666,0.521125,0.12445833333333334,0.9769583333333333
2014-11-04,0.073,0.14983333333333335,0.023874999999999997,0.6962083333333333
2014-11-05,0.6355416666666667,0.20925000000000002,0.0755,0.3469166666666667
2014-11-06,0.998875,0.9544166666666666,0.18633333333333335,0.61325
2014-11-07,1.0,0.999625,0.7017083333333334,0.6042083333333333
2014-11-08,0.9679583333333334,0.93775,0.769,0.6655833333333333
2014-11-09,0.8692916666666667,0.9781666666666666,0.730875,0.400375
2014-11-10,0.37329166666666663,0.210875,0.20462499999999997,0.35908333333333337
2014-11-11,0.6154166666666666,0.5932083333333333,0.04904166666666667,0.3389583333333333
2014-11-12,0.9992083333333333,0.9484166666666667,0.24779166666666666,0.494
2014-11-13,0.9996666666666667,0.43333333333333335,0.13645833333333332,0.6974999999999999
2014-11-14,0.9928750000000001,0.9822083333333333,0.08104166666666666,0.05504166666666666
2014-11-15,0.7759583333333334,1.0,0.044750000000000005,0.4628333333333334
2014-11-16,0.4633333333333333,1.0,0.013333333333333334,0.861875
2014-11-17,0.357875,0.98075,0.028874999999999998,0.5656666666666667
2014-11-18,0.16595833333333335,0.7205833333333334,0.016666666666666666,0.9994166666666667
2014-11-19,0.04075,0.531125,0.006875,1.0
2014-11-20,0.02691666666666667,0.121125,0.020791666666666667,0.99825
2014-11-21,0.38841666666666663,0.3529583333333333,0.17170833333333335,0.9699166666666666
2014-11-22,0.9444583333333334,0.9600833333333334,0.079375,0.405125
2014-11-23,0.84125,0.7700833333333333,0.14466666666666667,0.14325000000000002
2014-11-24,0.5384166666666667,0.8266249999999999,0.08662500000000001,0.25945833333333335
2014-11-25,0.146125,0.145875,0.050458333333333334,0.5270416666666666
2014-11-26,0.7305416666666668,0.7171666666666666,0.05079166666666667,0.7785833333333333
2014-11-27,1.0,1.0,0.043041666666666666,0.7155
2014-11-28,1.0,1.0,0.06866666666666667,0.9801666666666667
2014-11-29,1.0,0.99975,0.029125,0.35741666666666666
2014-11-30,1.0,0.8542916666666667,0.02025,0.32104166666666667
2014-12-01,1.0,0.9125416666666667,0.16429166666666667,0.941875
2014-12-02,0.5797916666666666,0.4379583333333333,0.31433333333333335,0.9605833333333332
2014-12-03,0.3105833333333333,0.09525,0.12912500000000002,0.6757083333333332
2014-12-04,0.14954166666666666,0.134125,0.03858333333333333,0.36674999999999996
2014-12-05,0.5962500000000001,0.23283333333333334,0.15925,0.7875
2014-12-06,0.7340416666666667,0.7631666666666667,0.3740833333333333,0.9885
2014-12-07,0.871,0.995875,0.29158333333333336,0.7877083333333333
2014-12-08,0.8329166666666666,0.696875,0.088375,0.4693333333333333
2014-12-09,0.609125,0.6700416666666666,0.572,0.9275416666666666
2014-12-10,0.9941666666666666,1.0,0.7836666666666666,0.878
2014-12-11,0.8824583333333332,1.0,0.616625,0.7586666666666666
2014-12-12,0.7212916666666667,0.695,0.3590416666666667,0.405875
2014-12-13,0.80225,0.9735,0.34149999999999997,0.2960833333333333
2014-12-14,0.9950833333333334,0.9997083333333333,0.872,0.27170833333333333
2014-12-15,0.9995833333333334,0.9546250000000001,0.5342083333333333,0.7075
2014-12-16,0.97375,0.9997083333333333,0.3352916666666667,0.17429166666666665
2014-12-17,0.6846666666666666,0.572125,0.2992916666666667,0.35125
2014-12-18,0.9152916666666666,0.9837916666666667,0.5197083333333333,0.025791666666666668
2014-12-19,1.0,1.0,0.8049166666666667,0.61325
2014-12-20,0.9992083333333334,1.0,0.16016666666666665,0.291875
2014-12-21,0.8657916666666666,0.9834999999999999,0.3961666666666666,0.23887499999999998
2014-12-22,0.9992916666666667,1.0,0.6987083333333333,0.029083333333333333
2014-12-23,0.976,0.7280833333333333,0.36033333333333334,0.024374999999999997
2014-12-24,0.28325,0.6929166666666666,0.018,0.243125
2014-12-25,0.07187500000000001,0.347,0.012583333333333334,0.80825
2014-12-26,0.2773333333333333,0.19129166666666667,0.12862500000000002,0.19729166666666667
2014-12-27,0.4066666666666667,0.34554166666666664,0.026833333333333334,0.22112500000000002
2014-12-28,0.766,0.5572916666666666,0.10808333333333332,0.590375
2014-12-29,0.7645,0.93125,0.007625,0.9482499999999999
2014-12-30,0.5127083333333333,0.7087916666666666,0.04004166666666666,0.8225416666666666
